#EventID|Time|Latitude|Longitude|Depth/Km|Author|Catalog|Contributor|ContributorID|MagType|Magnitude|MagAuthor|EventLocationName
24200311|2020-04-03T00:12:20.510000|42.024|12.8227|15.7|BULLETIN-INGV||||ML|3.0|--|1 km E Marcellina (RM)
24200691|2020-04-03T03:13:05.200000|39.0803|17.2362|19.7|BULLETIN-INGV||||Mw|3.5|--|Costa Ionica Crotonese (Crotone)
24200791|2020-04-03T03:26:08.620000|39.0937|17.2068|19.2|BULLETIN-INGV||||ML|2.4|--|Costa Ionica Crotonese (Crotone)
24200891|2020-04-03T03:52:04.070000|39.0765|17.2222|21.9|BULLETIN-INGV||||Mw|4.0|--|Costa Ionica Crotonese (Crotone)
24201221|2020-04-03T04:31:22.940000|39.0958|17.1827|9.3|BULLETIN-INGV||||ML|2.2|--|Costa Ionica Crotonese (Crotone)
24201271|2020-04-03T04:32:45.960000|39.0728|17.1313|8.0|BULLETIN-INGV||||ML|2.1|--|Costa Ionica Crotonese (Crotone)
24201321|2020-04-03T04:53:12.080000|39.0962|17.1522|23.3|BULLETIN-INGV||||ML|2.1|--|Costa Ionica Crotonese (Crotone)
24201491|2020-04-03T05:36:20.330000|39.0848|17.1212|10.5|BULLETIN-INGV||||ML|2.1|--|1 km NW Crotone (KR)
24202201|2020-04-03T07:58:23.990000|45.9358|16.008|10.0|BULLETIN-INGV||||ML|2.2|--|Croatia [Land]
24202381|2020-04-03T08:28:14.040000|41.7398|12.9397|11.0|BULLETIN-INGV||||ML|2.3|--|2 km E Artena (RM)
24202561|2020-04-03T09:14:36.450000|44.2958|11.5843|23.4|BULLETIN-INGV||||ML|2.6|--|2 km N Borgo Tossignano (BO)
24203891|2020-04-03T12:41:27.640000|39.0948|17.2625|21.0|BULLETIN-INGV||||ML|2.3|--|Costa Ionica Crotonese (Crotone)
24204331|2020-04-03T14:18:55.800000|39.0882|17.2173|19.4|BULLETIN-INGV||||Mw|3.9|--|Costa Ionica Crotonese (Crotone)
24204401|2020-04-03T14:21:30.000000|39.0647|17.2248|10.6|BULLETIN-INGV||||ML|2.2|--|Costa Ionica Crotonese (Crotone)
24204431|2020-04-03T14:25:11.870000|39.0978|17.1277|10.2|BULLETIN-INGV||||ML|2.1|--|Costa Ionica Crotonese (Crotone)
24204771|2020-04-03T14:56:37.280000|39.1018|17.2038|20.2|BULLETIN-INGV||||ML|3.1|--|Costa Ionica Crotonese (Crotone)
24205211|2020-04-03T16:14:13.810000|41.8642|15.3968|11.3|BULLETIN-INGV||||ML|2.1|--|3 km E Lesina (FG)
24205341|2020-04-03T16:16:09.660000|45.875|14.0672|10.0|BULLETIN-INGV||||ML|3.4|--|Confine Italia-Slovenia (SLOVENIA)
24206111|2020-04-03T19:54:08.300000|39.0848|17.2303|17.7|BULLETIN-INGV||||ML|3.3|--|Costa Ionica Crotonese (Crotone)
24206771|2020-04-03T21:55:40.190000|39.958|16.0362|10.9|BULLETIN-INGV||||ML|2.4|--|1 km N Rotonda (PZ)
24207091|2020-04-03T23:07:30.930000|39.0823|17.2335|21.2|BULLETIN-INGV||||ML|2.5|--|Costa Ionica Crotonese (Crotone)
24207491|2020-04-04T02:25:19.520000|39.7373|15.4517|7.8|BULLETIN-INGV||||ML|2.3|--|Tirreno Meridionale (MARE)
24207651|2020-04-04T03:21:14.490000|39.0677|17.0928|9.4|BULLETIN-INGV||||ML|2.2|--|3 km W Crotone (KR)
24207711|2020-04-04T03:27:45.460000|39.0768|17.0525|20.0|BULLETIN-INGV||||ML|2.4|--|6 km W Crotone (KR)
24208791|2020-04-04T07:36:37.690000|43.036|13.4935|23.1|BULLETIN-INGV||||ML|2.2|--|2 km N Santa Vittoria in Matenano (FM)
24208861|2020-04-04T07:36:56.410000|39.0797|17.1308|9.4|BULLETIN-INGV||||ML|2.3|--|Crotone (KR)
24214401|2020-04-04T14:18:13.670000|39.7153|15.4373|13.2|BULLETIN-INGV||||ML|2.8|--|Tirreno Meridionale (MARE)
24216951|2020-04-04T16:37:05.240000|37.8982|15.6883|31.2|BULLETIN-INGV||||ML|2.9|--|Stretto di Messina (Reggio di Calabria, Messina)
24217701|2020-04-04T18:03:26.080000|39.0783|17.142|25.7|BULLETIN-INGV||||ML|2.3|--|Costa Ionica Crotonese (Crotone)
24221031|2020-04-05T07:18:48.030000|39.1035|17.0648|9.9|BULLETIN-INGV||||ML|2.1|--|6 km W Crotone (KR)
24221501|2020-04-05T08:10:57.270000|44.8903|11.269|9.4|BULLETIN-INGV||||ML|2.5|--|7 km NW Finale Emilia (MO)
24221561|2020-04-05T08:14:23.560000|42.7922|13.2327|9.1|BULLETIN-INGV||||ML|2.0|--|6 km W Arquata del Tronto (AP)
24225361|2020-04-05T14:33:48.020000|43.3777|12.5255|9.1|BULLETIN-INGV||||ML|2.4|--|5 km NW Gubbio (PG)
24226911|2020-04-05T22:49:44.500000|41.8623|14.8763|18.9|BULLETIN-INGV||||ML|2.2|--|5 km SE Montecilfone (CB)
24227941|2020-04-06T04:57:54.070000|43.7337|12.8927|34.6|BULLETIN-INGV||||ML|2.9|--|2 km SE Serrungarina (PU)
24231061|2020-04-06T18:58:06.040000|42.9508|13.133|7.7|BULLETIN-INGV||||ML|2.1|--|1 km NW Ussita (MC)
24231261|2020-04-06T22:24:09.530000|37.7975|16.9638|38.5|BULLETIN-INGV||||ML|2.9|--|Mar Ionio Settentrionale (MARE)
24232531|2020-04-07T07:22:28.330000|44.0342|7.6428|6.5|BULLETIN-INGV||||ML|2.4|--|Costa Ligure Occidentale (Imperia)
24235921|2020-04-07T22:43:05.230000|41.7778|15.8588|22.1|BULLETIN-INGV||||ML|2.1|--|8 km S Carpino (FG)
24236231|2020-04-08T00:50:29.860000|40.8278|14.1435|0.8|BULLETIN-INGV||||ML|2.1|--|5 km E Pozzuoli (NA)
24237321|2020-04-08T05:37:15.360000|46.2247|14.5297|8.1|BULLETIN-INGV||||ML|2.3|--|Confine Austri-Slovenia (AUSTRIA, SLOVENIA)
24239081|2020-04-08T14:17:23.500000|42.9|13.1602|7.5|BULLETIN-INGV||||ML|2.4|--|1 km NE Castelsantangelo sul Nera (MC)
24239231|2020-04-08T15:10:46.520000|46.2235|12.5058|8.5|BULLETIN-INGV||||ML|2.9|--|5 km S Claut (PN)
24239471|2020-04-08T15:50:12.960000|39.069|17.1297|16.9|BULLETIN-INGV||||ML|2.1|--|1 km S Crotone (KR)
24239551|2020-04-08T16:12:13.910000|42.9507|11.8647|6.4|BULLETIN-INGV||||ML|2.2|--|3 km W Cetona (SI)
24240291|2020-04-08T21:11:13.950000|43.8598|12.3227|47.6|BULLETIN-INGV||||ML|2.8|--|2 km SE Maiolo (RN)
24240771|2020-04-09T00:20:51.780000|39.7453|15.461|10.0|BULLETIN-INGV||||ML|2.1|--|Tirreno Meridionale (MARE)
24247861|2020-04-10T13:33:12.300000|38.9185|17.473|10.0|BULLETIN-INGV||||ML|2.1|--|Mar Ionio Settentrionale (MARE)
24248821|2020-04-10T17:15:05.980000|38.5413|12.5823|9.8|BULLETIN-INGV||||ML|2.2|--|Tirreno Meridionale (MARE)
24248981|2020-04-10T17:29:49.730000|38.5427|12.6082|8.7|BULLETIN-INGV||||ML|2.7|--|Tirreno Meridionale (MARE)
24249471|2020-04-10T21:52:34.250000|36.3758|15.5412|17.2|BULLETIN-INGV||||ML|3.3|--|Mar Ionio Meridionale (MARE)
24249811|2020-04-10T22:40:34.470000|38.5272|12.6552|4.9|BULLETIN-INGV||||ML|2.6|--|Tirreno Meridionale (MARE)
24249941|2020-04-10T23:29:07.170000|45.1628|10.4092|23.5|BULLETIN-INGV||||ML|2.1|--|2 km W Acquanegra sul Chiese (MN)
24250641|2020-04-11T04:03:23.500000|42.6178|13.1497|11.5|BULLETIN-INGV||||ML|2.4|--|1 km W Cittareale (RI)
24253431|2020-04-11T18:23:04.180000|38.3753|15.3907|118.5|BULLETIN-INGV||||ML|2.3|--|Costa Siciliana nord-orientale (Messina)
24255171|2020-04-12T05:15:07.480000|42.0467|15.6177|7.8|BULLETIN-INGV||||ML|2.0|--|Costa Garganica (Foggia)
24255811|2020-04-12T08:27:21.160000|42.9428|13.1542|9.8|BULLETIN-INGV||||ML|2.1|--|1 km E Ussita (MC)
24257581|2020-04-12T22:46:16.320000|40.7853|15.4687|6.7|BULLETIN-INGV||||ML|2.0|--|3 km E Castelgrande (PZ)
24258211|2020-04-13T03:36:33.430000|36.7742|14.2702|33.6|BULLETIN-INGV||||ML|2.2|--|Costa Ragusana (Ragusa)
24260061|2020-04-13T14:05:40.350000|37.561|14.916|1.4|SURVEY-INGV-CT||||ML|2.3|--|2 km SE Paternò (CT)
24260051|2020-04-13T14:05:52.890000|37.5803|14.881|5.8|BULLETIN-INGV||||ML|2.3|--|2 km W Paternò (CT)
24261021|2020-04-13T23:54:49.390000|37.34|14.7205|22.8|BULLETIN-INGV||||ML|2.0|--|3 km NW Palagonia (CT)
24261531|2020-04-14T03:04:03.710000|39.082|17.1065|20.0|BULLETIN-INGV||||ML|2.2|--|2 km W Crotone (KR)
24261631|2020-04-14T03:54:04.980000|38.4052|13.5743|22.0|BULLETIN-INGV||||ML|2.3|--|Costa Siciliana centro-settentrionale (Palermo)
24261941|2020-04-14T05:12:02.950000|44.2617|11.5673|10.2|BULLETIN-INGV||||ML|2.0|--|1 km NE Fontanelice (BO)
24262041|2020-04-14T05:27:20.970000|45.8973|15.7797|11.0|BULLETIN-INGV||||ML|2.9|--|Confine Slovenia-Croazia (SLOVENIA, CROAZIA)
24262141|2020-04-14T06:20:36.720000|36.8117|14.8687|30.0|BULLETIN-INGV||||ML|2.3|--|4 km NW Ispica (RG)
24263371|2020-04-14T13:48:44.310000|41.916|13.6982|14.2|BULLETIN-INGV||||ML|2.5|--|2 km SE Lecce nei Marsi (AQ)
24266421|2020-04-15T05:35:21.860000|40.8697|15.1152|11.9|BULLETIN-INGV||||Mw|3.4|--|3 km SE Nusco (AV)
24268981|2020-04-15T15:02:45.170000|38.3892|15.3647|118.6|BULLETIN-INGV||||ML|2.2|--|Costa Siciliana nord-orientale (Messina)
24269051|2020-04-15T15:18:18.140000|42.7718|13.2462|10.7|BULLETIN-INGV||||ML|2.8|--|4 km W Arquata del Tronto (AP)
24269281|2020-04-15T16:38:51.510000|40.8707|15.1163|11.1|BULLETIN-INGV||||ML|3.0|--|3 km SE Nusco (AV)
24269831|2020-04-15T20:02:54.740000|44.6525|9.3923|7.1|BULLETIN-INGV||||ML|3.5|--|4 km SE Cerignale (PC)
24270311|2020-04-15T22:07:14.780000|43.1828|11.0312|6.2|BULLETIN-INGV||||ML|2.1|--|6 km NW Chiusdino (SI)
24272751|2020-04-16T09:42:51.990000|44.6618|9.3967|5.9|BULLETIN-INGV||||Mw|4.0|--|4 km E Cerignale (PC)
24272911|2020-04-16T10:29:37.020000|44.6857|9.3995|8.1|BULLETIN-INGV||||ML|2.0|--|3 km SE Corte Brugnatella (PC)
24273031|2020-04-16T10:53:26.070000|44.6763|9.373|6.2|BULLETIN-INGV||||ML|2.6|--|2 km E Cerignale (PC)
24273191|2020-04-16T11:16:45.130000|44.6502|9.3972|7.2|BULLETIN-INGV||||Mw|3.2|--|5 km SE Cerignale (PC)
24273341|2020-04-16T11:47:54.250000|44.6652|9.3788|7.0|BULLETIN-INGV||||ML|3.0|--|3 km SE Cerignale (PC)
24274211|2020-04-16T14:59:18.110000|40.7298|13.9057|3.7|BULLETIN-INGV||||Md|2.3|--|2 km S Casamicciola Terme (NA)
24276111|2020-04-17T02:28:51.760000|44.5998|9.73|20.4|BULLETIN-INGV||||ML|2.0|--|4 km S Bardi (PR)
24278351|2020-04-17T14:12:09.300000|41.3825|14.3777|14.7|BULLETIN-INGV||||ML|2.4|--|1 km SE San Gregorio Matese (CE)
24278591|2020-04-17T14:34:43.340000|37.7385|14.9327|8.0|BULLETIN-INGV||||ML|2.1|--|10 km SE Bronte (CT)
24279101|2020-04-17T15:51:58.310000|37.7383|14.6243|24.9|BULLETIN-INGV||||ML|2.3|--|6 km SE Troina (EN)
24279291|2020-04-17T16:19:16.970000|42.1262|13.5818|8.9|BULLETIN-INGV||||ML|2.7|--|5 km N Aielli (AQ)
24280411|2020-04-17T23:57:25.710000|42.1312|13.5793|7.9|BULLETIN-INGV||||ML|2.2|--|5 km E Ovindoli (AQ)
24280761|2020-04-18T02:35:47.860000|38.0883|15.6963|10.8|BULLETIN-INGV||||ML|2.2|--|5 km SE Reggio di Calabria (RC)
24280851|2020-04-18T02:57:27.080000|41.8105|15.3912|23.1|BULLETIN-INGV||||Mw|3.5|--|2 km SE Poggio Imperiale (FG)
24281341|2020-04-18T04:42:30.410000|37.7392|14.6482|25.9|BULLETIN-INGV||||ML|2.4|--|7 km SE Troina (EN)
24285731|2020-04-19T01:56:19.230000|39.7602|15.7712|272.6|BULLETIN-INGV||||ML|3.2|--|Costa Calabra nord-occidentale (Cosenza)
24285891|2020-04-19T03:11:05.070000|36.1258|13.9717|8.5|BULLETIN-INGV||||ML|2.3|--|Canale di Sicilia meridionale (MARE)
24286021|2020-04-19T03:24:21.220000|38.4373|15.7233|49.6|BULLETIN-INGV||||ML|2.0|--|Costa Calabra sud-occidentale (Catanzaro, Vibo Valentia, Reggio di Calabria)
24286031|2020-04-19T03:27:05.150000|44.4193|12.3313|9.7|BULLETIN-INGV||||ML|2.8|--|Costa Ravennate (Ravenna)
24286281|2020-04-19T04:13:15.280000|46.2733|13.6853|10.4|BULLETIN-INGV||||ML|2.3|--|Confine Italia-Slovenia (SLOVENIA)
24286341|2020-04-19T05:16:35.050000|44.6652|9.3868|4.8|BULLETIN-INGV||||ML|2.9|--|3 km E Cerignale (PC)
24286931|2020-04-19T09:53:40.820000|45.0328|9.2108|25.0|BULLETIN-INGV||||ML|3.7|--|1 km SE Redavalle (PV)
24288011|2020-04-19T15:18:02.230000|41.2562|14.9492|21.3|BULLETIN-INGV||||ML|2.2|--|3 km SE San Giorgio La Molara (BN)
24289241|2020-04-19T23:29:03.010000|41.7168|16.3612|16.0|BULLETIN-INGV||||ML|2.4|--|Costa Garganica (Foggia)
24289671|2020-04-20T03:55:07.210000|38.6057|13.3792|18.7|BULLETIN-INGV||||ML|2.9|--|Tirreno Meridionale (MARE)
24289911|2020-04-20T05:23:48.530000|37.7512|14.6177|29.8|BULLETIN-INGV||||ML|2.1|--|4 km SE Troina (EN)
24290091|2020-04-20T06:25:43.660000|43.9688|11.7727|7.4|BULLETIN-INGV||||ML|2.4|--|1 km SW Premilcuore (FC)
24290731|2020-04-20T09:43:32.870000|43.1088|13.4185|22.2|BULLETIN-INGV||||ML|2.2|--|2 km E Sant'Angelo in Pontano (MC)
24291671|2020-04-20T14:26:12.220000|41.7548|13.6882|7.9|BULLETIN-INGV||||ML|2.1|--|2 km NE Campoli Appennino (FR)
24291751|2020-04-20T14:42:21.460000|38.1057|15.1762|8.8|BULLETIN-INGV||||ML|2.3|--|1 km SE Rodì Milici (ME)
24292001|2020-04-20T16:13:41.000000|37.3703|15.8477|26.0|BULLETIN-INGV||||ML|2.4|--|Mar Ionio Meridionale (MARE)
24292831|2020-04-20T22:51:27.070000|42.4322|13.0495|10.8|BULLETIN-INGV||||ML|2.4|--|2 km S Micigliano (RI)
24293271|2020-04-21T02:27:54.990000|36.4552|13.9728|28.3|BULLETIN-INGV||||ML|2.5|--|Canale di Sicilia meridionale (MARE)
24293761|2020-04-21T06:00:08.130000|39.3322|15.7027|223.8|BULLETIN-INGV||||ML|2.8|--|Costa Calabra nord-occidentale (Cosenza)
24295831|2020-04-21T20:31:44.070000|45.001|9.2332|28.1|BULLETIN-INGV||||ML|2.1|--|2 km W Lirio (PV)
24295871|2020-04-21T21:01:17.760000|39.73|15.4358|8.8|BULLETIN-INGV||||ML|2.2|--|Tirreno Meridionale (MARE)
24295961|2020-04-21T21:48:49.810000|39.7127|15.4313|10.8|BULLETIN-INGV||||ML|2.9|--|Tirreno Meridionale (MARE)
24296631|2020-04-22T04:20:52.530000|37.7435|15.0633|6.0|BULLETIN-INGV||||ML|2.2|--|5 km W Milo (CT)
24296931|2020-04-22T05:46:08.260000|43.3708|13.0003|7.0|BULLETIN-INGV||||ML|2.8|--|6 km N Cerreto d'Esi (AN)
24301591|2020-04-23T04:47:30.630000|38.1148|16.1648|15.9|BULLETIN-INGV||||ML|2.1|--|Costa Calabra sud-orientale (Reggio di Calabria)
24302101|2020-04-23T06:01:51.500000|38.1275|16.1553|14.6|BULLETIN-INGV||||ML|2.1|--|3 km SW Bovalino (RC)
24303781|2020-04-23T11:46:50.160000|37.7497|14.6092|23.5|BULLETIN-INGV||||ML|3.0|--|4 km S Troina (EN)
24303991|2020-04-23T12:25:18.240000|37.7595|14.6015|19.8|BULLETIN-INGV||||ML|2.0|--|3 km S Troina (EN)
24304241|2020-04-23T13:16:41.980000|37.7383|14.6297|28.5|BULLETIN-INGV||||ML|2.7|--|6 km SE Troina (EN)
24304321|2020-04-23T13:29:04.100000|37.7472|14.6453|21.5|BULLETIN-INGV||||ML|2.1|--|6 km SE Troina (EN)
24304471|2020-04-23T14:06:48.680000|37.7407|14.5963|27.6|BULLETIN-INGV||||ML|2.7|--|5 km S Troina (EN)
24305451|2020-04-23T17:32:39.970000|37.7492|14.6488|30.5|BULLETIN-INGV||||ML|2.3|--|6 km SE Troina (EN)
24305531|2020-04-23T17:36:16.900000|37.7507|14.646|32.1|BULLETIN-INGV||||ML|2.3|--|6 km SE Troina (EN)
24305641|2020-04-23T18:07:12.030000|37.351|15.1692|20.6|BULLETIN-INGV||||ML|2.4|--|Costa Catanese (Catania)
24305831|2020-04-23T19:12:23.570000|37.7443|14.6278|29.8|BULLETIN-INGV||||ML|2.2|--|5 km SE Troina (EN)
24306181|2020-04-23T21:52:42.600000|47.5837|8.9355|10.0|BULLETIN-INGV||||ML|2.2|--|Confine Svizzera-Germania (SVIZZERA, GERMANIA)
24306911|2020-04-24T01:29:11.620000|37.218|14.6213|22.4|BULLETIN-INGV||||ML|2.0|--|1 km W Grammichele (CT)
24306981|2020-04-24T02:28:19.380000|43.7502|12.9682|13.3|BULLETIN-INGV||||ML|2.4|--|1 km N Piagge (PU)
24308461|2020-04-24T09:48:12.370000|37.7538|14.6152|25.7|BULLETIN-INGV||||ML|2.3|--|4 km SE Troina (EN)
24309361|2020-04-24T12:44:14.620000|38.4827|14.0087|15.7|BULLETIN-INGV||||ML|2.2|--|Tirreno Meridionale (MARE)
24309941|2020-04-24T13:49:00.410000|38.3962|15.4743|119.1|BULLETIN-INGV||||ML|2.0|--|Costa Siciliana nord-orientale (Messina)
24310151|2020-04-24T14:28:15.390000|37.7685|14.0858|36.1|BULLETIN-INGV||||Mw|3.8|--|2 km NE Blufi (PA)
24312261|2020-04-25T00:40:03.430000|37.7403|14.6498|24.3|BULLETIN-INGV||||ML|3.2|--|7 km SE Troina (EN)
24312321|2020-04-25T00:42:15.220000|37.7333|14.6447|24.0|BULLETIN-INGV||||ML|2.5|--|7 km SE Troina (EN)
24313131|2020-04-25T06:08:04.260000|37.5152|15.9697|30.8|BULLETIN-INGV||||ML|2.5|--|Mar Ionio Meridionale (MARE)
24313381|2020-04-25T07:21:54.480000|37.7523|14.6175|23.5|BULLETIN-INGV||||Mw|3.6|--|4 km SE Troina (EN)
24313711|2020-04-25T09:19:11.460000|38.4587|16.2472|9.5|BULLETIN-INGV||||ML|2.1|--|6 km SW Fabrizia (VV)
24313791|2020-04-25T09:34:24.580000|37.74|14.637|27.1|BULLETIN-INGV||||ML|2.5|--|6 km SE Troina (EN)
24314971|2020-04-25T13:57:17.890000|42.7213|13.2295|9.7|BULLETIN-INGV||||ML|2.4|--|3 km NW Accumoli (RI)
24316231|2020-04-25T20:23:03.660000|38.2543|14.8653|114.5|BULLETIN-INGV||||ML|2.1|--|Costa Siciliana nord-orientale (Messina)
24316391|2020-04-25T21:21:57.410000|44.4172|11.9477|27.7|BULLETIN-INGV||||ML|2.1|--|2 km W Bagnacavallo (RA)
24316991|2020-04-26T02:05:57.720000|42.4468|13.2497|10.8|BULLETIN-INGV||||ML|2.5|--|2 km SE Cagnano Amiterno (AQ)
24317411|2020-04-26T02:16:32.289000|40.82867|14.14767|2.2|SURVEY-INGV-OV||||Md|2.0|--|5 km E Pozzuoli (NA)
24317061|2020-04-26T02:33:59.940000|39.9008|16.8803|23.2|BULLETIN-INGV||||ML|2.5|--|Mar Ionio Settentrionale (MARE)
24317311|2020-04-26T02:59:02.780000|40.8623|14.1498|3.4|BULLETIN-INGV||||ML|2.4|--|2 km S Quarto (NA)
24318431|2020-04-26T07:13:26.530000|37.7392|14.6102|28.2|BULLETIN-INGV||||ML|2.1|--|5 km S Troina (EN)
24319311|2020-04-26T13:49:10.830000|42.8532|13.0648|9.8|BULLETIN-INGV||||ML|2.1|--|4 km SE Preci (PG)
24323401|2020-04-27T11:24:54.410000|39.1648|15.4082|271.7|BULLETIN-INGV||||ML|2.8|--|Tirreno Meridionale (MARE)
24323801|2020-04-27T12:46:17.970000|37.755|14.6523|28.9|BULLETIN-INGV||||ML|2.2|--|6 km SE Troina (EN)
24325251|2020-04-27T21:09:46.030000|38.3647|13.5522|34.0|BULLETIN-INGV||||ML|2.0|--|Costa Siciliana centro-settentrionale (Palermo)
24325561|2020-04-27T23:21:31.420000|38.6983|14.1673|9.7|BULLETIN-INGV||||ML|2.0|--|Tirreno Meridionale (MARE)
24325751|2020-04-28T02:08:36.030000|39.7238|15.4347|10.6|BULLETIN-INGV||||ML|2.7|--|Tirreno Meridionale (MARE)
24325961|2020-04-28T03:33:36.790000|38.5542|14.9622|242.1|BULLETIN-INGV||||ML|2.4|--|Isole Eolie (Messina)
24326451|2020-04-28T05:57:28.500000|38.4617|13.6173|20.2|BULLETIN-INGV||||ML|3.1|--|Tirreno Meridionale (MARE)
24326871|2020-04-28T07:14:46.030000|38.671|14.1687|22.1|BULLETIN-INGV||||ML|3.0|--|Tirreno Meridionale (MARE)
24328471|2020-04-28T13:00:29.870000|38.3858|13.6025|26.5|BULLETIN-INGV||||ML|3.5|--|Costa Siciliana centro-settentrionale (Palermo)
24329581|2020-04-28T16:16:04.110000|42.9113|13.1513|8.6|BULLETIN-INGV||||ML|2.0|--|2 km N Castelsantangelo sul Nera (MC)
24330081|2020-04-28T18:27:41.960000|38.4153|13.5917|6.0|BULLETIN-INGV||||ML|2.0|--|Costa Siciliana centro-settentrionale (Palermo)
24330211|2020-04-28T19:38:24.890000|46.2622|6.5587|8.1|BULLETIN-INGV||||ML|2.1|--|Confine Svizzera-Francia (SVIZZERA, FRANCIA)
24330321|2020-04-28T20:02:46.500000|39.0347|15.9898|22.1|BULLETIN-INGV||||ML|2.9|--|Costa Calabra sud-occidentale (Catanzaro, Vibo Valentia, Reggio di Calabria)
24330631|2020-04-28T22:03:44.390000|39.7427|15.4738|7.3|BULLETIN-INGV||||ML|2.1|--|Tirreno Meridionale (MARE)
24330661|2020-04-28T22:31:11.920000|37.7593|14.6745|25.9|BULLETIN-INGV||||ML|2.0|--|7 km E Troina (EN)
24331661|2020-04-29T04:45:54.970000|38.4092|13.6142|9.8|BULLETIN-INGV||||ML|2.0|--|Costa Siciliana centro-settentrionale (Palermo)
24332021|2020-04-29T05:43:35.290000|38.3613|14.6008|10.2|BULLETIN-INGV||||ML|2.0|--|Costa Siciliana nord-orientale (Messina)
24335541|2020-04-29T14:14:48.490000|38.3967|13.62|7.5|BULLETIN-INGV||||ML|2.2|--|Costa Siciliana centro-settentrionale (Palermo)
24336481|2020-04-29T16:30:15.610000|37.7423|14.6062|27.8|BULLETIN-INGV||||ML|2.2|--|5 km S Troina (EN)
24337131|2020-04-29T20:35:54.320000|36.6387|15.9337|28.1|BULLETIN-INGV||||ML|2.3|--|Mar Ionio Meridionale (MARE)
24338111|2020-04-30T03:53:58.360000|43.0072|13.0183|10.4|BULLETIN-INGV||||ML|2.0|--|2 km NE Monte Cavallo (MC)
24338561|2020-04-30T06:25:01.140000|40.7798|16.3353|10.8|BULLETIN-INGV||||ML|2.1|--|8 km SW Gravina in Puglia (BA)
24341011|2020-04-30T16:05:10.060000|43.1842|12.5942|9.9|BULLETIN-INGV||||ML|2.3|--|3 km N Valfabbrica (PG)
24344881|2020-05-01T12:47:43.990000|44.7248|10.3018|17.5|SURVEY-INGV||||ML|2.0|--|6 km NE Felino (PR)
24345271|2020-05-01T14:36:32.640000|44.6987|10.4218|4.9|SURVEY-INGV||||ML|2.1|--|Montechiarugolo (PR)
24345811|2020-05-01T16:05:00.350000|44.6787|10.4245|8.7|SURVEY-INGV||||ML|2.0|--|2 km S Montechiarugolo (PR)
24346131|2020-05-01T16:58:18.430000|44.5263|7.4453|15.9|SURVEY-INGV||||ML|2.0|--|2 km SE Rossana (CN)
24346271|2020-05-01T18:07:25.830000|44.6798|10.4467|3.4|SURVEY-INGV||||ML|2.0|--|2 km S Montecchio Emilia (RE)
24346351|2020-05-01T18:28:11.490000|43.6833|11.8687|7.3|SURVEY-INGV||||ML|2.7|--|3 km NW Chitignano (AR)
24346661|2020-05-01T19:44:20.690000|41.1108|15.3267|18.4|SURVEY-INGV||||ML|2.3|--|3 km NE Scampitella (AV)
24346731|2020-05-01T19:52:28.380000|41.0813|15.3153|15.7|SURVEY-INGV||||ML|2.1|--|2 km SE Scampitella (AV)
24346821|2020-05-01T20:16:54.820000|44.7008|10.5382|2.3|SURVEY-INGV||||ML|2.0|--|1 km NE Cavriago (RE)
24347141|2020-05-01T23:03:51.270000|40.8007|15.2125|14.4|SURVEY-INGV||||ML|2.1|--|2 km NW Calabritto (AV)
24347241|2020-05-01T23:54:17.780000|44.719|10.3512|15.4|SURVEY-INGV||||ML|2.2|--|6 km W Montechiarugolo (PR)
24347851|2020-05-02T04:50:36.340000|44.7177|10.3207|16.5|SURVEY-INGV||||ML|2.6|--|7 km E Felino (PR)
24347991|2020-05-02T04:58:52.960000|44.7057|10.3725|11.0|SURVEY-INGV||||ML|2.1|--|4 km W Montechiarugolo (PR)
24348081|2020-05-02T05:13:03.680000|44.7015|10.3467|9.5|SURVEY-INGV||||ML|2.5|--|6 km W Montechiarugolo (PR)
24348381|2020-05-02T05:34:51.480000|44.7287|10.3207|17.9|SURVEY-INGV||||ML|2.7|--|7 km E Felino (PR)
24348411|2020-05-02T05:36:14.680000|44.7253|10.3252|16.5|SURVEY-INGV||||ML|2.3|--|7 km E Felino (PR)
24348561|2020-05-02T05:57:10.580000|44.7033|10.3513|9.5|SURVEY-INGV||||ML|2.3|--|6 km W Montechiarugolo (PR)
24348591|2020-05-02T06:01:05.030000|44.66|10.4257|8.4|SURVEY-INGV||||ML|2.1|--|4 km N San Polo d'Enza (RE)
24348771|2020-05-02T06:25:52.810000|44.7007|10.3572|9.1|SURVEY-INGV||||ML|2.7|--|5 km W Montechiarugolo (PR)
24348971|2020-05-02T06:35:36.020000|44.6907|10.3482|10.1|SURVEY-INGV||||ML|2.2|--|6 km W Montechiarugolo (PR)
24349071|2020-05-02T06:53:32.920000|44.697|10.3253|7.5|SURVEY-INGV||||ML|2.4|--|6 km NE Lesignano de' Bagni (PR)
24349181|2020-05-02T07:03:56.700000|44.72|10.1808|9.8|SURVEY-INGV||||ML|2.2|--|4 km W Sala Baganza (PR)
24349521|2020-05-02T08:17:31.390000|44.7305|10.2787|14.6|SURVEY-INGV||||ML|2.3|--|4 km E Sala Baganza (PR)
24349561|2020-05-02T08:24:27.530000|44.6613|10.4075|10.0|SURVEY-INGV||||ML|2.0|--|3 km NE Traversetolo (PR)
24349621|2020-05-02T08:28:04.860000|44.7323|10.2863|16.8|SURVEY-INGV||||ML|2.4|--|5 km E Sala Baganza (PR)
