#EventID|Time|Latitude|Longitude|Depth/Km|Author|Catalog|Contributor|ContributorID|MagType|Magnitude|MagAuthor|EventLocationName
23799061|2020-01-21T03:24:54.400000|41.8213|15.8862|21.8|BULLETIN-INGV||||ML|3.6|--|4 km SE Carpino (FG)
23801121|2020-01-21T15:21:13.360000|42.6307|13.24|11.7|BULLETIN-INGV||||ML|2.0|--|4 km W Amatrice (RI)
23801441|2020-01-21T18:51:13.100000|44.0923|10.6717|61.7|BULLETIN-INGV||||ML|2.5|--|6 km S Abetone (PT)
23801501|2020-01-21T19:04:33.970000|44.0983|10.7262|14.3|BULLETIN-INGV||||ML|3.0|--|2 km W Cutigliano (PT)
23801591|2020-01-21T19:25:13.520000|45.7977|9.3473|10.1|BULLETIN-INGV||||ML|2.2|--|1 km NW Oggiono (LC)
23802211|2020-01-22T01:13:12.260000|38.3705|15.4017|110.6|BULLETIN-INGV||||ML|2.0|--|Costa Siciliana nord-orientale (Messina)
23803431|2020-01-22T09:18:22.730000|44.5237|10.207|23.7|BULLETIN-INGV||||ML|2.4|--|1 km E Tizzano Val Parma (PR)
23805191|2020-01-22T14:57:21.280000|43.7685|13.2607|9.7|BULLETIN-INGV||||ML|2.4|--|Costa Marchigiana Anconetana (Ancona)
23805961|2020-01-22T18:06:32.260000|36.6127|15.0117|8.0|BULLETIN-INGV||||ML|2.2|--|Costa Siracusana (Siracusa)
23806591|2020-01-22T21:51:17.330000|39.0732|16.6083|6.0|BULLETIN-INGV||||ML|2.5|--|5 km N Albi (CZ)
23806891|2020-01-22T23:40:41.780000|37.9968|14.7442|31.4|BULLETIN-INGV||||ML|2.5|--|4 km S Longi (ME)
23807411|2020-01-23T04:32:32.790000|39.5305|15.8818|273.7|BULLETIN-INGV||||ML|3.8|--|Costa Calabra nord-occidentale (Cosenza)
23807601|2020-01-23T05:33:58.880000|35.8912|15.3048|20.2|BULLETIN-INGV||||ML|2.7|--|Mar Ionio Meridionale (MARE)
23807641|2020-01-23T05:42:38.520000|39.0767|16.606|6.7|BULLETIN-INGV||||ML|2.8|--|6 km N Albi (CZ)
23809771|2020-01-23T14:27:56.310000|35.8923|15.3078|20.6|BULLETIN-INGV||||ML|3.0|--|Mar Ionio Meridionale (MARE)
23810181|2020-01-23T16:20:11.050000|39.2085|15.2637|262.4|BULLETIN-INGV||||ML|2.5|--|Tirreno Meridionale (MARE)
23810731|2020-01-23T18:27:52.740000|39.0705|16.6073|5.3|BULLETIN-INGV||||ML|2.8|--|5 km N Albi (CZ)
23811411|2020-01-24T00:37:10.650000|39.5388|16.6677|24.5|BULLETIN-INGV||||ML|2.8|--|1 km NW Paludi (CS)
23812111|2020-01-24T07:24:19.850000|36.7488|5.58545|9.8|SURVEY-INGV-A||||mb|5.0|--|Northern Algeria [Land: Algeria]
23814431|2020-01-24T17:02:35.120000|44.4282|12.2772|10.2|BULLETIN-INGV||||ML|2.5|--|6 km E Ravenna (RA)
23814571|2020-01-24T17:02:48.770000|44.4213|12.3182|8.8|BULLETIN-INGV||||ML|3.4|--|Costa Ravennate (Ravenna)
23816111|2020-01-24T22:16:06.660000|42.8062|13.051|9.1|BULLETIN-INGV||||ML|2.4|--|4 km W Norcia (PG)
23816281|2020-01-24T23:17:04.670000|44.3782|12.3125|7.6|BULLETIN-INGV||||ML|2.7|--|10 km E Ravenna (RA)
23816381|2020-01-24T23:41:01.830000|44.4213|12.3028|8.5|BULLETIN-INGV||||ML|3.0|--|8 km E Ravenna (RA)
23818281|2020-01-25T11:19:15.540000|37.7473|15.0683|8.9|BULLETIN-INGV||||ML|2.6|--|5 km NW Milo (CT)
23818821|2020-01-25T14:52:02.890000|37.7385|14.6507|20.9|BULLETIN-INGV||||ML|2.2|--|7 km SE Troina (EN)
23819441|2020-01-25T19:07:42.890000|46.61|8.4518|6.3|BULLETIN-INGV||||ML|2.2|--|Svizzera (SVIZZERA)
23819481|2020-01-25T19:13:28.620000|46.175|7.7112|7.6|BULLETIN-INGV||||ML|2.7|--|Confine Italia-Svizzera (SVIZZERA)
23819631|2020-01-25T20:17:27.420000|43.7777|10.2472|6.4|BULLETIN-INGV||||ML|2.1|--|Costa Toscana settentrionale (Massa-Carrara, Lucca, Pisa)
23820061|2020-01-26T00:15:20.270000|37.7507|15.0593|9.5|BULLETIN-INGV||||ML|2.3|--|6 km NW Milo (CT)
23820271|2020-01-26T02:31:14.210000|37.7378|15.1017|6.3|BULLETIN-INGV||||ML|2.4|--|2 km NW Milo (CT)
23822621|2020-01-26T16:26:03.340000|43.914|12.6357|24.2|BULLETIN-INGV||||ML|3.0|--|1 km W Morciano di Romagna (RN)
23823381|2020-01-26T22:06:32.420000|45.1537|7.3072|19.2|BULLETIN-INGV||||ML|2.6|--|4 km N Condove (TO)
23824051|2020-01-27T03:29:54.930000|42.1545|7.5378|24.0|BULLETIN-INGV||||ML|3.4|--|Mare di Corsica (MARE)
23824271|2020-01-27T06:55:42.920000|42.702|13.2427|10.0|BULLETIN-INGV||||ML|2.3|--|1 km NW Accumoli (RI)
23827911|2020-01-28T04:15:40.720000|44.4168|12.2593|21.6|BULLETIN-INGV||||ML|2.3|--|5 km E Ravenna (RA)
23827901|2020-01-28T04:15:54.470000|44.399|12.2635|17.9|BULLETIN-INGV||||ML|2.5|--|5 km E Ravenna (RA)
23833311|2020-01-28T13:43:34.010000|37.6508|14.9222|9.4|BULLETIN-INGV||||ML|2.1|--|3 km NW Ragalna (CT)
23834931|2020-01-28T16:37:34.670000|42.7223|13.2497|7.9|BULLETIN-INGV||||ML|3.3|--|3 km N Accumoli (RI)
23835861|2020-01-28T18:04:35.570000|38.4147|15.49|123.1|BULLETIN-INGV||||ML|2.2|--|Tirreno Meridionale (MARE)
23836031|2020-01-28T18:21:43.930000|39.5237|16.651|24.7|BULLETIN-INGV||||ML|2.1|--|3 km W Paludi (CS)
23836401|2020-01-28T19:13:31.860000|42.5447|13.3218|9.0|BULLETIN-INGV||||ML|2.0|--|3 km NE Capitignano (AQ)
23837301|2020-01-28T20:15:10.766000|41.4738|19.4971|12.9|SURVEY-INGV-A||||mb|5.0|--|Costa Albanese settentrionale (ALBANIA)
23838311|2020-01-29T00:52:06.660000|45.1882|11.9278|5.2|BULLETIN-INGV||||ML|2.6|--|3 km NW Agna (PD)
23838381|2020-01-29T01:24:59.890000|42.8027|13.1152|9.3|BULLETIN-INGV||||ML|2.4|--|2 km NE Norcia (PG)
23838471|2020-01-29T02:23:42.970000|42.4413|13.2852|10.3|BULLETIN-INGV||||ML|2.0|--|1 km W Pizzoli (AQ)
23838721|2020-01-29T05:16:53.860000|39.0742|16.5957|7.1|BULLETIN-INGV||||ML|2.1|--|5 km N Albi (CZ)
23839081|2020-01-29T06:53:17.620000|39.0897|16.6125|7.7|BULLETIN-INGV||||ML|2.3|--|7 km N Albi (CZ)
23840201|2020-01-29T10:24:22.310000|39.0743|16.6033|6.3|BULLETIN-INGV||||ML|2.7|--|5 km N Albi (CZ)
23842481|2020-01-29T20:23:35.790000|43.073|12.9942|10.6|BULLETIN-INGV||||ML|2.1|--|3 km E Serravalle di Chienti (MC)
23842811|2020-01-29T23:06:21.210000|41.3245|13.0805|11.1|BULLETIN-INGV||||ML|2.1|--|5 km NE Sabaudia (LT)
23843301|2020-01-30T01:49:43.620000|44.7097|10.2523|20.1|BULLETIN-INGV||||ML|2.1|--|2 km NE Felino (PR)
23844061|2020-01-30T07:53:08.490000|39.072|16.5998|5.9|BULLETIN-INGV||||ML|3.0|--|5 km N Albi (CZ)
23844191|2020-01-30T08:36:33.820000|44.6038|7.2047|14.1|BULLETIN-INGV||||ML|2.9|--|3 km NE Sampeyre (CN)
23844321|2020-01-30T08:56:41.390000|39.0738|16.6028|6.6|BULLETIN-INGV||||ML|2.0|--|5 km N Albi (CZ)
23845461|2020-01-30T15:31:54.250000|39.0712|16.6092|5.6|BULLETIN-INGV||||ML|2.7|--|5 km N Albi (CZ)
23845591|2020-01-30T16:29:40.130000|39.074|16.5938|6.3|BULLETIN-INGV||||ML|2.0|--|5 km N Albi (CZ)
23845781|2020-01-30T17:35:00.080000|38.3788|15.4138|118.6|BULLETIN-INGV||||ML|2.1|--|Costa Siciliana nord-orientale (Messina)
23846631|2020-01-30T22:57:41.230000|39.0685|16.6018|6.2|BULLETIN-INGV||||ML|2.1|--|5 km N Albi (CZ)
23846671|2020-01-30T23:03:36.710000|39.0728|16.6043|6.2|BULLETIN-INGV||||ML|2.2|--|5 km N Albi (CZ)
23846971|2020-01-31T02:02:26.630000|42.7002|13.2457|9.2|BULLETIN-INGV||||ML|2.1|--|1 km NW Accumoli (RI)
23848241|2020-01-31T09:34:10.380000|37.5262|15.0022|7.1|BULLETIN-INGV||||ML|2.0|--|1 km NW Misterbianco (CT)
23850041|2020-01-31T15:08:51.870000|38.4393|15.3958|119.3|BULLETIN-INGV||||ML|2.0|--|Tirreno Meridionale (MARE)
23850451|2020-01-31T17:08:41.970000|44.5543|9.4235|8.1|BULLETIN-INGV||||ML|2.0|--|2 km W Santo Stefano d'Aveto (GE)
23851561|2020-01-31T22:42:55.960000|40.6513|15.7728|10.1|BULLETIN-INGV||||ML|2.6|--|3 km W Potenza (PZ)
23854461|2020-02-01T15:09:49.440000|42.6682|13.2183|9.2|BULLETIN-INGV||||ML|2.8|--|4 km SW Accumoli (RI)
23855351|2020-02-01T19:07:24.350000|39.0708|16.6047|4.1|BULLETIN-INGV||||ML|2.6|--|5 km N Albi (CZ)
23855641|2020-02-01T21:00:27.890000|44.5625|9.42|9.0|BULLETIN-INGV||||ML|2.0|--|3 km NW Santo Stefano d'Aveto (GE)
23857271|2020-02-02T06:51:05.020000|39.0708|16.6007|6.8|BULLETIN-INGV||||ML|2.8|--|5 km N Albi (CZ)
23857921|2020-02-02T10:58:24.120000|42.4655|13.3428|14.9|BULLETIN-INGV||||ML|2.0|--|5 km NE Pizzoli (AQ)
23858181|2020-02-02T12:21:09.780000|42.4158|15.2738|10.0|BULLETIN-INGV||||ML|2.6|--|Adriatico Centrale (MARE)
23858331|2020-02-02T13:07:33.860000|42.4803|15.354|10.0|BULLETIN-INGV||||ML|2.7|--|Adriatico Centrale (MARE)
23859661|2020-02-02T19:24:08.610000|39.071|16.6042|6.4|BULLETIN-INGV||||ML|3.1|--|5 km N Albi (CZ)
23859871|2020-02-02T20:05:57.210000|39.0663|16.6047|6.2|BULLETIN-INGV||||ML|2.3|--|5 km N Albi (CZ)
23860351|2020-02-02T21:26:41.630000|39.0683|16.6018|7.5|BULLETIN-INGV||||ML|2.3|--|5 km N Albi (CZ)
23860641|2020-02-03T00:15:43.480000|39.0642|16.6103|5.6|BULLETIN-INGV||||ML|2.0|--|4 km N Albi (CZ)
23860801|2020-02-03T02:02:03.210000|38.5317|14.7533|9.3|BULLETIN-INGV||||ML|2.2|--|Isole Eolie (Messina)
23860921|2020-02-03T03:04:15.920000|43.9108|13.4802|34.7|BULLETIN-INGV||||ML|2.3|--|Costa Marchigiana Anconetana (Ancona)
23861081|2020-02-03T04:19:48.210000|38.0522|14.8862|6.0|BULLETIN-INGV||||ML|2.4|--|1 km NE Ucria (ME)
23861311|2020-02-03T06:20:17.480000|46.0343|7.3433|9.2|BULLETIN-INGV||||ML|2.1|--|Confine Italia-Svizzera (SVIZZERA)
23862451|2020-02-03T10:25:18.620000|39.0758|16.5937|6.1|BULLETIN-INGV||||ML|2.1|--|6 km N Albi (CZ)
23863191|2020-02-03T13:14:07.670000|45.5858|15.8748|5.0|BULLETIN-INGV||||ML|2.7|--|Croatia [Land]
23863571|2020-02-03T14:55:41.380000|37.7367|14.6322|20.8|BULLETIN-INGV||||ML|2.7|--|6 km SE Troina (EN)
23863641|2020-02-03T15:04:21.080000|37.7385|14.6438|22.7|BULLETIN-INGV||||ML|3.0|--|6 km SE Troina (EN)
23863671|2020-02-03T15:08:17.010000|37.7312|14.613|24.8|BULLETIN-INGV||||ML|2.2|--|6 km S Troina (EN)
23863771|2020-02-03T15:13:47.600000|37.7462|14.6515|25.1|BULLETIN-INGV||||ML|3.6|--|6 km SE Troina (EN)
23863781|2020-02-03T15:14:11.540000|37.731|14.6393|18.4|BULLETIN-INGV||||ML|3.1|--|7 km SE Troina (EN)
23863901|2020-02-03T15:29:26.500000|37.7438|14.6325|21.5|BULLETIN-INGV||||ML|2.2|--|5 km SE Troina (EN)
23864761|2020-02-03T18:11:05.730000|42.609|13.2707|10.5|BULLETIN-INGV||||ML|2.6|--|3 km SW Amatrice (RI)
23865371|2020-02-03T20:08:15.140000|38.5747|15.0155|232.3|BULLETIN-INGV||||ML|3.0|--|Isole Eolie (Messina)
23865471|2020-02-03T20:29:46.430000|42.6097|13.253|10.6|BULLETIN-INGV||||ML|2.1|--|4 km SW Amatrice (RI)
23866111|2020-02-04T00:22:02.120000|42.6197|13.2895|11.0|BULLETIN-INGV||||ML|2.1|--|1 km S Amatrice (RI)
23866681|2020-02-04T05:02:12.180000|37.7482|14.6307|27.2|BULLETIN-INGV||||ML|2.9|--|5 km SE Troina (EN)
23868071|2020-02-04T07:30:54.680000|37.6495|14.9223|10.5|BULLETIN-INGV||||ML|2.0|--|3 km NW Ragalna (CT)
23869551|2020-02-04T09:27:36.530000|37.7222|14.9892|7.7|BULLETIN-INGV||||ML|2.0|--|11 km W Zafferana Etnea (CT)
23872341|2020-02-04T12:20:31.300000|42.5013|15.31|10.0|BULLETIN-INGV||||ML|3.0|--|Adriatico Centrale (MARE)
23872541|2020-02-04T12:45:25.960000|37.6315|15.2787|2.8|BULLETIN-INGV||||ML|2.0|--|Costa Catanese (Catania)
23875171|2020-02-04T17:02:49.640000|42.5072|15.3173|10.1|BULLETIN-INGV||||ML|2.6|--|Adriatico Centrale (MARE)
23879981|2020-02-05T08:03:27.170000|39.3895|17.1907|19.1|BULLETIN-INGV||||ML|2.2|--|Costa Ionica Crotonese (Crotone)
23881531|2020-02-05T10:40:34.340000|42.4597|13.3453|15.0|BULLETIN-INGV||||ML|2.7|--|5 km NE Pizzoli (AQ)
23882401|2020-02-05T11:36:57.020000|39.0788|16.5942|6.0|BULLETIN-INGV||||ML|2.4|--|6 km N Albi (CZ)
23894461|2020-02-06T01:04:54.950000|42.7998|13.173|10.2|BULLETIN-INGV||||ML|2.2|--|7 km E Norcia (PG)
23896291|2020-02-06T03:11:53.970000|42.731|12.3415|7.7|BULLETIN-INGV||||ML|2.4|--|8 km SW Todi (PG)
23896981|2020-02-06T03:53:08.330000|39.3647|17.1433|19.8|BULLETIN-INGV||||ML|2.0|--|Costa Ionica Crotonese (Crotone)
23908731|2020-02-06T21:51:58.030000|39.412|17.2057|18.7|BULLETIN-INGV||||ML|2.0|--|Costa Ionica Crotonese (Crotone)
23908831|2020-02-07T00:03:41.320000|39.3797|17.1292|21.9|BULLETIN-INGV||||ML|2.2|--|2 km N Cirò Marina (KR)
23908911|2020-02-07T00:41:17.930000|39.359|17.1312|22.7|BULLETIN-INGV||||ML|2.2|--|1 km S Cirò Marina (KR)
23909031|2020-02-07T02:25:16.190000|37.1123|15.7322|30.4|BULLETIN-INGV||||ML|2.5|--|Costa Siracusana (Siracusa)
23909171|2020-02-07T03:37:03.900000|39.3957|17.1578|19.2|BULLETIN-INGV||||ML|3.1|--|Costa Ionica Crotonese (Crotone)
23909541|2020-02-07T05:59:33.730000|39.0748|16.597|5.9|BULLETIN-INGV||||ML|2.3|--|5 km N Albi (CZ)
23910041|2020-02-07T09:12:48.380000|39.3517|17.1228|21.8|BULLETIN-INGV||||ML|2.0|--|2 km SW Cirò Marina (KR)
23910091|2020-02-07T09:22:57.620000|38.6385|15.5023|157.9|BULLETIN-INGV||||ML|2.1|--|Tirreno Meridionale (MARE)
23910291|2020-02-07T10:26:21.290000|39.2257|15.3688|286.5|BULLETIN-INGV||||ML|2.2|--|Tirreno Meridionale (MARE)
23910481|2020-02-07T11:23:29.640000|39.3802|17.101|18.1|BULLETIN-INGV||||ML|2.3|--|3 km NW Cirò Marina (KR)
23910671|2020-02-07T11:56:11.200000|39.3757|17.0998|19.5|BULLETIN-INGV||||ML|2.2|--|3 km W Cirò Marina (KR)
23911641|2020-02-07T15:42:42.770000|39.3913|17.0968|20.9|BULLETIN-INGV||||ML|2.4|--|3 km E Cirò (KR)
23911781|2020-02-07T16:13:02.550000|37.7985|14.9273|29.3|BULLETIN-INGV||||ML|2.2|--|6 km SE Maletto (CT)
23912111|2020-02-07T17:43:24.780000|42.5928|15.3463|10.0|BULLETIN-INGV||||ML|2.2|--|Adriatico Centrale (MARE)
23912971|2020-02-07T23:44:28.090000|39.3873|17.1288|19.7|BULLETIN-INGV||||ML|2.0|--|2 km N Cirò Marina (KR)
23913071|2020-02-08T00:38:15.840000|41.5375|15.6457|17.5|BULLETIN-INGV||||ML|2.1|--|12 km NE Foggia (FG)
23914691|2020-02-08T11:10:20.960000|43.0173|13.1063|11.1|BULLETIN-INGV||||ML|2.0|--|3 km SE Fiordimonte (MC)
23916851|2020-02-08T22:59:04.870000|39.0772|16.5982|7.1|BULLETIN-INGV||||ML|2.5|--|6 km N Albi (CZ)
23917191|2020-02-09T00:15:58.570000|39.4052|17.1717|18.1|BULLETIN-INGV||||ML|2.0|--|Costa Ionica Crotonese (Crotone)
23918241|2020-02-09T07:08:27.460000|39.3777|17.1267|18.5|BULLETIN-INGV||||ML|2.3|--|1 km NW Cirò Marina (KR)
23918391|2020-02-09T07:25:05.560000|39.3778|17.129|18.4|BULLETIN-INGV||||ML|2.2|--|1 km N Cirò Marina (KR)
23918841|2020-02-09T09:27:03.230000|39.3872|17.1813|25.3|BULLETIN-INGV||||ML|2.1|--|Costa Ionica Crotonese (Crotone)
23920941|2020-02-09T20:12:56.640000|39.403|17.1943|23.7|BULLETIN-INGV||||ML|2.8|--|Costa Ionica Crotonese (Crotone)
23921361|2020-02-09T22:26:43.010000|39.4057|17.202|20.1|BULLETIN-INGV||||ML|2.5|--|Costa Ionica Crotonese (Crotone)
23922271|2020-02-10T05:07:06.100000|38.3192|15.1912|118.7|BULLETIN-INGV||||ML|2.2|--|Costa Siciliana nord-orientale (Messina)
23925791|2020-02-10T12:10:32.000000|41.9912|13.9183|19.4|BULLETIN-INGV||||ML|2.3|--|2 km SE Introdacqua (AQ)
23930091|2020-02-10T21:53:51.280000|41.6938|15.9035|12.2|BULLETIN-INGV||||ML|2.7|--|5 km W Monte Sant'Angelo (FG)
23931351|2020-02-11T03:28:37.830000|46.3178|13.0153|10.2|BULLETIN-INGV||||ML|2.3|--|6 km SW Cavazzo Carnico (UD)
23931861|2020-02-11T05:00:54.520000|38.7588|17.1837|27.1|BULLETIN-INGV||||ML|2.0|--|Mar Ionio Settentrionale (MARE)
23933641|2020-02-11T07:46:58.350000|39.0817|16.628|8.6|BULLETIN-INGV||||ML|2.2|--|7 km NE Albi (CZ)
23934351|2020-02-11T08:36:21.700000|37.7498|15.0657|6.6|BULLETIN-INGV||||ML|2.2|--|5 km NW Milo (CT)
23934521|2020-02-11T08:50:51.990000|41.7755|15.016|16.7|BULLETIN-INGV||||ML|2.9|--|3 km N Rotello (CB)
23938391|2020-02-11T17:30:41.290000|45.1062|10.3133|19.0|BULLETIN-INGV||||ML|2.1|--|2 km W Voltido (CR)
23938771|2020-02-11T18:36:06.390000|43.9823|13.5625|35.2|BULLETIN-INGV||||ML|3.2|--|Costa Marchigiana Anconetana (Ancona)
23939421|2020-02-11T20:45:27.240000|38.856|16.812|28.9|BULLETIN-INGV||||ML|2.3|--|Costa Ionica Catanzarese (Catanzaro)
23939671|2020-02-11T22:01:17.700000|38.8302|16.8848|31.4|BULLETIN-INGV||||ML|3.4|--|Costa Ionica Catanzarese (Catanzaro)
23939721|2020-02-11T22:02:59.410000|38.8242|16.8097|25.6|BULLETIN-INGV||||ML|2.2|--|Costa Ionica Catanzarese (Catanzaro)
23939731|2020-02-11T22:03:59.420000|38.8852|16.6988|25.2|BULLETIN-INGV||||ML|2.3|--|5 km SW Sellia Marina (CZ)
23939841|2020-02-11T22:26:55.790000|38.8562|16.8365|32.4|BULLETIN-INGV||||ML|2.9|--|Costa Ionica Catanzarese (Catanzaro)
23939921|2020-02-11T22:34:07.910000|38.8608|16.8227|29.2|BULLETIN-INGV||||ML|2.0|--|Costa Ionica Catanzarese (Catanzaro)
23940141|2020-02-11T23:23:25.960000|38.8373|16.8748|29.0|BULLETIN-INGV||||ML|2.2|--|Costa Ionica Catanzarese (Catanzaro)
23940881|2020-02-12T06:56:15.960000|38.8412|16.8627|28.6|BULLETIN-INGV||||ML|2.3|--|Costa Ionica Catanzarese (Catanzaro)
23940931|2020-02-12T07:22:00.680000|46.3938|12.6238|7.2|BULLETIN-INGV||||ML|2.2|--|4 km W Forni di Sotto (UD)
23942321|2020-02-12T13:26:36.670000|42.7728|13.4392|19.5|BULLETIN-INGV||||ML|2.8|--|2 km E Acquasanta Terme (AP)
23942881|2020-02-12T16:19:48.320000|39.3938|17.1435|16.6|BULLETIN-INGV||||ML|2.8|--|3 km NE Cirò Marina (KR)
23943471|2020-02-12T19:55:21.090000|38.492|15.2307|129.9|BULLETIN-INGV||||ML|2.3|--|Isole Eolie (Messina)
23943721|2020-02-12T22:02:32.940000|39.3848|17.1383|21.1|BULLETIN-INGV||||ML|2.2|--|2 km N Cirò Marina (KR)
23944071|2020-02-12T23:40:19.310000|39.3392|15.4662|240.5|BULLETIN-INGV||||ML|2.5|--|Tirreno Meridionale (MARE)
23944291|2020-02-13T00:34:53.400000|39.3883|17.1252|20.9|BULLETIN-INGV||||ML|2.1|--|3 km N Cirò Marina (KR)
23945071|2020-02-13T06:53:41.660000|46.4447|13.3052|8.3|BULLETIN-INGV||||ML|2.0|--|1 km W Dogna (UD)
23946161|2020-02-13T10:43:01.450000|38.3608|13.6367|9.6|BULLETIN-INGV||||ML|2.5|--|Costa Siciliana centro-settentrionale (Palermo)
23946931|2020-02-13T11:55:37.310000|42.7667|13.2473|11.0|BULLETIN-INGV||||ML|2.2|--|4 km W Arquata del Tronto (AP)
23947551|2020-02-13T14:25:03.160000|39.3955|17.1367|20.1|BULLETIN-INGV||||ML|3.2|--|3 km N Cirò Marina (KR)
23947711|2020-02-13T14:34:35.270000|39.4002|17.1867|17.2|BULLETIN-INGV||||ML|2.2|--|Costa Ionica Crotonese (Crotone)
23949211|2020-02-13T20:33:16.600000|39.3898|17.1255|21.8|BULLETIN-INGV||||ML|2.0|--|3 km N Cirò Marina (KR)
23949491|2020-02-13T21:49:13.650000|38.4068|12.2403|10.9|BULLETIN-INGV||||ML|3.1|--|Tirreno Meridionale (MARE)
23952421|2020-02-14T15:51:05.570000|39.4187|15.1542|30.2|BULLETIN-INGV||||ML|2.6|--|Tirreno Meridionale (MARE)
23953051|2020-02-14T18:31:05.170000|39.4412|15.1645|30.5|BULLETIN-INGV||||ML|2.7|--|Tirreno Meridionale (MARE)
23953971|2020-02-15T01:39:10.660000|39.3652|16.2443|8.1|BULLETIN-INGV||||ML|2.5|--|4 km W Castiglione Cosentino (CS)
23955791|2020-02-15T12:14:36.320000|43.0317|13.1882|27.2|BULLETIN-INGV||||ML|2.3|--|1 km E Acquacanina (MC)
23956001|2020-02-15T13:03:01.030000|44.5058|7.2452|16.9|BULLETIN-INGV||||ML|2.2|--|2 km NW San Damiano Macra (CN)
23956841|2020-02-15T16:11:25.780000|39.3978|15.1617|24.1|BULLETIN-INGV||||ML|2.7|--|Tirreno Meridionale (MARE)
23956931|2020-02-15T16:32:09.140000|39.3893|15.1267|8.7|BULLETIN-INGV||||ML|2.8|--|Tirreno Meridionale (MARE)
23956971|2020-02-15T16:39:08.260000|39.399|15.1185|6.7|BULLETIN-INGV||||ML|2.3|--|Tirreno Meridionale (MARE)
23958071|2020-02-16T00:27:42.900000|42.9123|13.1423|12.1|BULLETIN-INGV||||ML|2.3|--|2 km NW Castelsantangelo sul Nera (MC)
23958171|2020-02-16T00:39:41.740000|39.3988|17.1527|17.7|BULLETIN-INGV||||ML|2.0|--|4 km NE Cirò Marina (KR)
23958271|2020-02-16T00:44:29.520000|39.3882|17.1342|15.9|BULLETIN-INGV||||ML|2.7|--|2 km N Cirò Marina (KR)
23958311|2020-02-16T00:45:39.630000|39.4013|17.1393|13.5|BULLETIN-INGV||||ML|2.8|--|4 km N Cirò Marina (KR)
23958661|2020-02-16T02:11:49.490000|39.3988|17.121|14.0|BULLETIN-INGV||||ML|2.6|--|4 km N Cirò Marina (KR)
23958921|2020-02-16T04:20:44.950000|37.891|14.3298|5.4|BULLETIN-INGV||||ML|2.1|--|2 km E Castel di Lucio (ME)
23959481|2020-02-16T07:59:45.750000|37.942|14.3153|28.0|BULLETIN-INGV||||ML|2.0|--|4 km SE Pettineo (ME)
23960011|2020-02-16T09:58:11.130000|39.3848|17.1507|17.7|BULLETIN-INGV||||ML|3.0|--|Costa Ionica Crotonese (Crotone)
23960531|2020-02-16T11:10:57.280000|38.7427|15.5978|197.0|BULLETIN-INGV||||ML|2.7|--|Tirreno Meridionale (MARE)
23961781|2020-02-16T15:30:23.240000|37.8588|13.9508|5.9|BULLETIN-INGV||||ML|3.0|--|4 km E Scillato (PA)
23962471|2020-02-16T21:26:33.530000|37.7375|14.6325|29.3|BULLETIN-INGV||||ML|2.1|--|6 km SE Troina (EN)
23963191|2020-02-16T23:46:53.760000|37.7443|14.5937|24.0|BULLETIN-INGV||||ML|2.1|--|5 km S Troina (EN)
23963351|2020-02-17T00:43:47.060000|37.8473|13.9472|7.4|BULLETIN-INGV||||ML|2.6|--|4 km E Scillato (PA)
23964961|2020-02-17T09:48:46.690000|38.4788|15.458|131.3|BULLETIN-INGV||||ML|2.0|--|Tirreno Meridionale (MARE)
23965531|2020-02-17T12:13:14.650000|37.3775|15.6602|32.2|BULLETIN-INGV||||ML|2.0|--|Mar Ionio Meridionale (MARE)
23965691|2020-02-17T12:43:16.430000|42.4848|13.3783|14.6|BULLETIN-INGV||||ML|2.0|--|7 km SE Capitignano (AQ)
23967091|2020-02-17T17:23:47.040000|37.746|14.5743|25.1|BULLETIN-INGV||||ML|2.0|--|5 km SW Troina (EN)
23967711|2020-02-17T20:41:13.860000|37.7313|14.6138|26.9|BULLETIN-INGV||||ML|2.2|--|6 km S Troina (EN)
23967941|2020-02-17T23:46:54.350000|40.806|10.197|23.5|BULLETIN-INGV||||ML|3.5|--|Tirreno Centrale (MARE)
24095661|2020-02-17T23:54:19.780000|40.7797|10.1622|25.0|SURVEY-INGV||||Md|2.4|--|Tirreno Centrale (MARE)
23968891|2020-02-18T07:10:04.790000|38.1878|15.0812|8.2|BULLETIN-INGV||||ML|2.3|--|Costa Siciliana nord-orientale (Messina)
23970081|2020-02-18T14:09:52.460000|37.737|14.6123|24.3|BULLETIN-INGV||||ML|2.4|--|6 km S Troina (EN)
23970421|2020-02-18T15:47:56.330000|43.0422|13.2313|29.0|BULLETIN-INGV||||ML|2.0|--|5 km E Acquacanina (MC)
23970871|2020-02-18T19:00:21.210000|42.8358|12.6638|7.5|BULLETIN-INGV||||ML|2.3|--|2 km NW Castel Ritaldi (PG)
23970971|2020-02-18T20:06:21.330000|37.7487|14.9683|9.6|BULLETIN-INGV||||ML|2.4|--|13 km E Bronte (CT)
23971471|2020-02-18T23:32:20.380000|38.5493|16.3212|6.5|BULLETIN-INGV||||ML|2.3|--|3 km S Serra San Bruno (VV)
23971681|2020-02-19T02:00:13.670000|37.8293|13.9282|5.5|BULLETIN-INGV||||ML|2.0|--|3 km E Caltavuturo (PA)
23972251|2020-02-19T07:39:19.140000|39.0292|15.5242|189.1|BULLETIN-INGV||||ML|2.1|--|Tirreno Meridionale (MARE)
23973861|2020-02-19T13:45:51.360000|38.7295|15.5892|160.9|BULLETIN-INGV||||ML|2.1|--|Tirreno Meridionale (MARE)
